,Education,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Married,Children,time_spent,total_purchase,total_campaigns
516,1.0,36443.0,65.0,0.0,46.0,4.0,3.0,20.0,4.0,3.0,1.0,3.0,8.0,61.0,1.0,2.0,138.0,11.0,0.0
517,1.0,26095.0,11.0,7.0,9.0,3.0,1.0,11.0,1.0,1.0,0.0,3.0,7.0,32.0,0.0,1.0,42.0,5.0,0.0
518,1.0,71367.0,227.0,23.0,389.0,42.0,21.0,75.0,1.0,4.0,5.0,7.0,2.0,63.0,1.0,0.0,777.0,17.0,0.0
519,2.0,80184.0,1035.0,134.0,670.0,25.0,38.0,0.0,1.0,6.0,3.0,10.0,3.0,78.0,1.0,0.0,1902.0,20.0,2.0
520,1.0,30630.0,27.0,1.0,12.0,2.0,0.0,10.0,2.0,2.0,0.0,3.0,7.0,57.0,0.0,2.0,52.0,7.0,0.0
521,2.0,73454.0,982.0,73.0,351.0,56.0,14.0,175.0,1.0,2.0,4.0,6.0,5.0,35.0,0.0,0.0,1651.0,13.0,1.0
522,1.0,42691.0,179.0,2.0,64.0,38.0,17.0,58.0,1.0,5.0,1.0,6.0,5.0,31.0,1.0,0.0,358.0,13.0,0.0
523,1.0,70503.0,1379.0,33.0,216.0,0.0,33.0,66.0,1.0,2.0,4.0,9.0,6.0,69.0,1.0,0.0,1727.0,16.0,2.0
524,1.0,25545.0,32.0,1.0,64.0,16.0,12.0,85.0,3.0,2.0,2.0,3.0,6.0,35.0,1.0,1.0,210.0,10.0,0.0
525,1.0,32880.0,8.0,4.0,15.0,7.0,6.0,2.0,1.0,1.0,0.0,3.0,8.0,36.0,1.0,1.0,42.0,5.0,0.0
526,2.0,77863.0,881.0,38.0,319.0,16.0,25.0,12.0,1.0,4.0,5.0,10.0,2.0,64.0,1.0,0.0,1291.0,20.0,0.0
527,2.0,50353.0,141.0,15.0,153.0,67.0,31.0,35.0,1.0,4.0,4.0,6.0,3.0,45.0,1.0,0.0,442.0,15.0,0.0
528,1.0,61839.0,1000.0,155.0,379.0,224.0,17.0,120.0,1.0,4.0,8.0,4.0,8.0,58.0,0.0,0.0,1895.0,17.0,0.0
529,2.0,49154.0,206.0,10.0,67.0,30.0,27.0,71.0,6.0,4.0,1.0,8.0,6.0,62.0,1.0,2.0,411.0,19.0,0.0
530,0.0,47682.0,162.0,61.0,83.0,97.0,57.0,61.0,4.0,4.0,3.0,8.0,5.0,47.0,0.0,1.0,521.0,19.0,0.0
531,1.0,72679.0,619.0,54.0,260.0,127.0,54.0,54.0,1.0,4.0,7.0,5.0,1.0,53.0,0.0,1.0,1168.0,17.0,0.0
532,2.0,57954.0,456.0,4.0,24.0,0.0,0.0,9.0,7.0,8.0,2.0,6.0,7.0,45.0,1.0,2.0,493.0,23.0,1.0
533,1.0,65316.0,112.0,6.0,92.0,3.0,9.0,38.0,2.0,3.0,2.0,5.0,4.0,60.0,1.0,2.0,260.0,12.0,0.0
534,1.0,28567.0,11.0,3.0,22.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,40.0,0.0,1.0,46.0,7.0,0.0
535,2.0,47352.0,172.0,12.0,112.0,8.0,0.0,15.0,4.0,6.0,1.0,5.0,7.0,71.0,1.0,1.0,319.0,16.0,0.0
536,1.0,44931.0,78.0,0.0,11.0,0.0,0.0,7.0,1.0,2.0,1.0,3.0,5.0,55.0,1.0,1.0,96.0,7.0,0.0
537,1.0,76982.0,464.0,151.0,292.0,65.0,60.0,30.0,1.0,8.0,3.0,4.0,4.0,55.0,0.0,0.0,1062.0,16.0,1.0
538,0.0,57247.0,99.0,4.0,32.0,37.0,54.0,6.0,2.0,2.0,1.0,7.0,2.0,70.0,1.0,1.0,232.0,12.0,0.0
539,2.0,22944.0,19.0,3.0,19.0,4.0,5.0,26.0,3.0,3.0,0.0,3.0,7.0,41.0,0.0,1.0,76.0,9.0,0.0
540,0.0,25315.0,1.0,9.0,8.0,11.0,3.0,22.0,3.0,3.0,0.0,3.0,8.0,45.0,1.0,1.0,54.0,9.0,0.0
541,1.0,43638.0,63.0,10.0,83.0,7.0,19.0,19.0,2.0,4.0,1.0,4.0,7.0,53.0,0.0,1.0,201.0,11.0,0.0
542,2.0,42710.0,252.0,3.0,42.0,4.0,3.0,102.0,2.0,4.0,5.0,3.0,6.0,38.0,0.0,1.0,406.0,14.0,0.0
543,2.0,84169.0,1478.0,19.0,403.0,0.0,19.0,0.0,1.0,7.0,6.0,6.0,3.0,40.0,1.0,0.0,1919.0,20.0,2.0
544,1.0,54058.0,198.0,18.0,252.0,32.0,108.0,54.0,2.0,4.0,6.0,8.0,3.0,46.0,1.0,1.0,662.0,20.0,0.0
545,0.0,24683.0,8.0,4.0,10.0,6.0,7.0,6.0,2.0,2.0,0.0,4.0,5.0,32.0,1.0,1.0,41.0,8.0,0.0
546,1.0,85620.0,416.0,46.0,925.0,60.0,107.0,46.0,1.0,3.0,6.0,4.0,1.0,58.0,0.0,0.0,1600.0,14.0,0.0
547,1.0,47850.0,42.0,7.0,43.0,20.0,12.0,10.0,1.0,3.0,0.0,4.0,6.0,42.0,1.0,1.0,134.0,8.0,0.0
548,1.0,19514.0,14.0,3.0,21.0,2.0,1.0,28.0,4.0,3.0,1.0,2.0,8.0,54.0,1.0,2.0,69.0,10.0,1.0
549,2.0,27159.0,17.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,6.0,49.0,1.0,2.0,21.0,6.0,0.0
550,0.0,39548.0,15.0,4.0,10.0,3.0,4.0,18.0,2.0,1.0,1.0,3.0,3.0,59.0,0.0,2.0,54.0,7.0,0.0
551,1.0,21474.0,6.0,16.0,24.0,11.0,0.0,34.0,2.0,3.0,1.0,2.0,7.0,33.0,0.0,1.0,91.0,8.0,1.0
552,2.0,60504.0,458.0,0.0,24.0,6.0,4.0,34.0,2.0,6.0,2.0,8.0,6.0,51.0,0.0,1.0,526.0,18.0,0.0
553,1.0,22419.0,30.0,3.0,47.0,19.0,21.0,42.0,1.0,3.0,2.0,2.0,8.0,59.0,1.0,0.0,162.0,8.0,0.0
554,2.0,81698.0,179.0,28.0,520.0,111.0,123.0,47.0,1.0,3.0,8.0,13.0,1.0,73.0,1.0,0.0,1008.0,25.0,0.0
555,1.0,43462.0,90.0,17.0,97.0,15.0,6.0,15.0,6.0,4.0,1.0,5.0,8.0,70.0,1.0,2.0,240.0,16.0,0.0
556,2.0,54880.0,308.0,85.0,137.0,102.0,45.0,118.0,2.0,6.0,2.0,11.0,5.0,44.0,0.0,1.0,795.0,21.0,0.0
557,1.0,79908.0,557.0,129.0,761.0,29.0,185.0,111.0,1.0,5.0,6.0,7.0,2.0,40.0,1.0,0.0,1772.0,19.0,1.0
558,0.0,15315.0,7.0,4.0,13.0,15.0,8.0,17.0,2.0,2.0,0.0,4.0,5.0,52.0,1.0,0.0,64.0,8.0,0.0
559,1.0,87771.0,1492.0,38.0,287.0,50.0,57.0,33.0,1.0,5.0,10.0,4.0,6.0,63.0,1.0,1.0,1957.0,20.0,4.0
560,1.0,33039.0,30.0,8.0,12.0,8.0,8.0,12.0,1.0,2.0,0.0,4.0,5.0,44.0,1.0,1.0,78.0,7.0,0.0
561,1.0,81741.0,249.0,153.0,940.0,58.0,134.0,38.0,0.0,6.0,6.0,7.0,2.0,42.0,0.0,0.0,1572.0,19.0,0.0
562,2.0,71499.0,465.0,25.0,132.0,136.0,0.0,37.0,2.0,8.0,3.0,13.0,4.0,51.0,1.0,1.0,795.0,26.0,0.0
563,0.0,62466.0,129.0,129.0,259.0,168.0,121.0,83.0,5.0,6.0,3.0,12.0,4.0,52.0,1.0,1.0,889.0,26.0,0.0
564,2.0,48799.0,174.0,18.0,81.0,28.0,6.0,24.0,3.0,3.0,2.0,7.0,3.0,59.0,0.0,1.0,331.0,15.0,0.0
565,2.0,52157.0,189.0,2.0,29.0,3.0,2.0,40.0,2.0,3.0,2.0,5.0,4.0,72.0,1.0,1.0,265.0,12.0,0.0
566,1.0,66565.0,747.0,10.0,161.0,65.0,40.0,42.0,4.0,4.0,2.0,9.0,8.0,60.0,0.0,1.0,1065.0,19.0,0.0
567,2.0,29298.0,6.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,71.0,1.0,2.0,11.0,4.0,0.0
568,1.0,47691.0,14.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,6.0,43.0,0.0,1.0,21.0,4.0,0.0
569,1.0,38200.0,12.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,52.0,1.0,2.0,17.0,4.0,0.0
570,1.0,44989.0,98.0,0.0,106.0,49.0,10.0,106.0,5.0,5.0,1.0,5.0,6.0,48.0,1.0,1.0,369.0,16.0,0.0
571,2.0,38443.0,32.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,7.0,54.0,1.0,2.0,38.0,6.0,0.0
572,0.0,38593.0,51.0,12.0,49.0,17.0,24.0,24.0,3.0,4.0,1.0,3.0,8.0,44.0,0.0,1.0,177.0,11.0,0.0
573,2.0,64413.0,200.0,5.0,44.0,0.0,10.0,20.0,1.0,5.0,1.0,5.0,5.0,52.0,1.0,1.0,279.0,12.0,0.0
574,2.0,36959.0,25.0,6.0,25.0,6.0,0.0,0.0,2.0,2.0,0.0,3.0,8.0,41.0,1.0,1.0,62.0,7.0,0.0
575,2.0,61996.0,1050.0,12.0,144.0,0.0,0.0,24.0,3.0,6.0,4.0,8.0,5.0,45.0,1.0,1.0,1230.0,21.0,3.0
576,1.0,51287.0,117.0,0.0,22.0,13.0,0.0,30.0,3.0,4.0,1.0,3.0,7.0,54.0,1.0,2.0,182.0,11.0,0.0
577,1.0,13260.0,9.0,4.0,17.0,10.0,2.0,7.0,4.0,3.0,0.0,3.0,8.0,52.0,1.0,2.0,49.0,10.0,0.0
578,2.0,47472.0,56.0,0.0,11.0,0.0,0.0,8.0,2.0,2.0,0.0,4.0,5.0,56.0,1.0,2.0,75.0,8.0,0.0
579,2.0,54603.0,145.0,13.0,46.0,17.0,2.0,4.0,6.0,4.0,2.0,4.0,7.0,66.0,1.0,2.0,227.0,16.0,0.0
580,2.0,45207.0,203.0,0.0,10.0,0.0,0.0,2.0,5.0,3.0,1.0,6.0,6.0,48.0,1.0,2.0,215.0,15.0,1.0
581,1.0,40689.0,270.0,3.0,27.0,39.0,6.0,99.0,7.0,7.0,1.0,5.0,8.0,71.0,1.0,1.0,444.0,20.0,0.0
582,0.0,47821.0,9.0,0.0,16.0,6.0,6.0,10.0,1.0,1.0,0.0,3.0,8.0,55.0,1.0,2.0,47.0,5.0,0.0
583,2.0,27450.0,37.0,12.0,23.0,8.0,11.0,52.0,1.0,2.0,1.0,3.0,7.0,71.0,1.0,0.0,143.0,7.0,0.0
584,1.0,39453.0,46.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,6.0,39.0,1.0,1.0,55.0,7.0,0.0
585,0.0,26850.0,31.0,1.0,13.0,7.0,2.0,9.0,4.0,2.0,1.0,4.0,4.0,51.0,1.0,2.0,63.0,11.0,0.0
586,1.0,79800.0,1060.0,21.0,530.0,32.0,0.0,224.0,1.0,5.0,11.0,5.0,3.0,67.0,0.0,0.0,1867.0,22.0,3.0
587,2.0,61794.0,264.0,47.0,188.0,54.0,47.0,11.0,2.0,4.0,4.0,10.0,2.0,61.0,1.0,1.0,611.0,20.0,0.0
588,1.0,53863.0,399.0,4.0,30.0,6.0,4.0,30.0,3.0,7.0,1.0,7.0,7.0,67.0,1.0,1.0,473.0,18.0,1.0
589,1.0,24221.0,8.0,9.0,9.0,2.0,5.0,22.0,1.0,1.0,1.0,3.0,4.0,63.0,1.0,0.0,55.0,6.0,0.0
590,2.0,39684.0,19.0,0.0,35.0,6.0,4.0,17.0,2.0,2.0,1.0,2.0,7.0,38.0,0.0,1.0,81.0,7.0,0.0
591,2.0,92163.0,817.0,183.0,797.0,106.0,163.0,20.0,0.0,5.0,11.0,5.0,2.0,47.0,1.0,0.0,2086.0,21.0,2.0
592,2.0,69882.0,292.0,127.0,635.0,132.0,127.0,165.0,1.0,3.0,7.0,9.0,1.0,57.0,0.0,0.0,1478.0,20.0,0.0
593,1.0,33178.0,12.0,6.0,2.0,11.0,2.0,16.0,1.0,1.0,0.0,3.0,4.0,45.0,1.0,1.0,49.0,5.0,0.0
594,2.0,59973.0,130.0,30.0,168.0,20.0,34.0,0.0,1.0,3.0,4.0,7.0,1.0,50.0,1.0,0.0,382.0,15.0,0.0
595,2.0,17459.0,6.0,4.0,16.0,3.0,10.0,30.0,3.0,3.0,1.0,2.0,7.0,47.0,1.0,1.0,69.0,9.0,0.0
596,1.0,23910.0,16.0,12.0,18.0,7.0,1.0,13.0,1.0,2.0,0.0,3.0,7.0,53.0,0.0,1.0,67.0,6.0,0.0
597,2.0,42169.0,19.0,0.0,9.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,8.0,53.0,1.0,2.0,30.0,6.0,0.0
598,0.0,26224.0,4.0,7.0,15.0,13.0,9.0,15.0,3.0,2.0,1.0,3.0,6.0,44.0,1.0,1.0,63.0,9.0,0.0
599,1.0,31089.0,31.0,3.0,31.0,2.0,8.0,4.0,3.0,3.0,0.0,4.0,8.0,41.0,1.0,1.0,79.0,10.0,0.0
600,1.0,30081.0,36.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,7.0,61.0,0.0,1.0,42.0,5.0,0.0
601,1.0,62807.0,526.0,28.0,135.0,10.0,21.0,99.0,3.0,5.0,3.0,12.0,5.0,62.0,1.0,1.0,819.0,23.0,0.0
602,1.0,72906.0,400.0,32.0,519.0,71.0,75.0,54.0,1.0,3.0,4.0,9.0,1.0,67.0,0.0,0.0,1151.0,17.0,0.0
603,2.0,61467.0,410.0,16.0,114.0,0.0,5.0,49.0,3.0,5.0,2.0,10.0,5.0,74.0,1.0,2.0,594.0,20.0,0.0
604,2.0,49618.0,80.0,3.0,26.0,4.0,2.0,14.0,4.0,3.0,1.0,3.0,7.0,56.0,1.0,2.0,129.0,11.0,0.0
605,2.0,21888.0,88.0,10.0,46.0,2.0,3.0,64.0,4.0,5.0,1.0,2.0,10.0,36.0,0.0,1.0,213.0,12.0,0.0
606,1.0,42429.0,55.0,0.0,6.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,5.0,49.0,0.0,1.0,67.0,7.0,0.0
607,1.0,26150.0,5.0,1.0,13.0,3.0,5.0,1.0,1.0,1.0,0.0,3.0,7.0,66.0,0.0,3.0,28.0,5.0,0.0
608,0.0,30801.0,8.0,4.0,5.0,15.0,2.0,11.0,2.0,1.0,0.0,3.0,7.0,47.0,1.0,1.0,45.0,6.0,0.0
609,1.0,81168.0,410.0,0.0,592.0,147.0,22.0,22.0,1.0,6.0,4.0,7.0,3.0,57.0,1.0,0.0,1193.0,18.0,1.0
610,2.0,26877.0,101.0,13.0,76.0,20.0,18.0,40.0,2.0,3.0,1.0,6.0,6.0,53.0,0.0,0.0,268.0,12.0,0.0
611,2.0,45006.0,162.0,25.0,53.0,16.0,0.0,10.0,1.0,3.0,1.0,7.0,3.0,78.0,0.0,0.0,266.0,12.0,0.0
612,0.0,18978.0,2.0,8.0,1.0,4.0,7.0,15.0,1.0,1.0,0.0,3.0,8.0,49.0,1.0,1.0,37.0,5.0,0.0
613,1.0,22574.0,25.0,0.0,8.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,7.0,55.0,1.0,3.0,37.0,7.0,0.0
614,2.0,48240.0,389.0,91.0,248.0,64.0,49.0,41.0,3.0,6.0,3.0,13.0,5.0,53.0,0.0,0.0,882.0,25.0,0.0
615,1.0,45837.0,215.0,13.0,87.0,17.0,17.0,24.0,5.0,6.0,2.0,5.0,7.0,48.0,1.0,2.0,373.0,18.0,0.0
616,2.0,35791.0,27.0,0.0,5.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,8.0,57.0,0.0,3.0,35.0,6.0,0.0
618,1.0,54162.0,5.0,6.0,10.0,6.0,5.0,10.0,1.0,1.0,0.0,3.0,4.0,44.0,0.0,2.0,42.0,5.0,0.0
619,2.0,30522.0,179.0,8.0,83.0,19.0,11.0,26.0,5.0,1.0,2.0,9.0,2.0,62.0,1.0,1.0,326.0,17.0,0.0
620,2.0,54456.0,352.0,0.0,27.0,10.0,0.0,15.0,3.0,6.0,1.0,7.0,6.0,61.0,1.0,1.0,404.0,17.0,0.0
621,1.0,31632.0,17.0,8.0,12.0,11.0,15.0,32.0,1.0,2.0,1.0,2.0,7.0,51.0,0.0,0.0,95.0,6.0,0.0
622,1.0,72298.0,625.0,35.0,169.0,58.0,17.0,35.0,1.0,4.0,3.0,6.0,1.0,73.0,0.0,0.0,939.0,14.0,2.0
623,0.0,36975.0,10.0,6.0,11.0,0.0,4.0,2.0,1.0,1.0,0.0,3.0,7.0,44.0,0.0,1.0,33.0,5.0,0.0
624,0.0,72635.0,390.0,22.0,323.0,104.0,35.0,107.0,1.0,6.0,8.0,6.0,3.0,67.0,1.0,0.0,981.0,21.0,1.0
625,1.0,13624.0,10.0,2.0,15.0,2.0,1.0,6.0,2.0,2.0,0.0,3.0,6.0,46.0,1.0,1.0,36.0,7.0,0.0
626,1.0,84196.0,215.0,63.0,507.0,231.0,31.0,190.0,1.0,8.0,4.0,7.0,3.0,47.0,0.0,1.0,1237.0,20.0,0.0
627,1.0,70971.0,1001.0,17.0,572.0,93.0,125.0,17.0,7.0,11.0,11.0,5.0,7.0,62.0,1.0,1.0,1825.0,34.0,0.0
628,2.0,34487.0,19.0,18.0,33.0,24.0,1.0,8.0,3.0,3.0,0.0,3.0,9.0,45.0,0.0,2.0,103.0,9.0,0.0
629,1.0,28769.0,41.0,5.0,129.0,10.0,3.0,3.0,3.0,4.0,1.0,4.0,9.0,45.0,0.0,1.0,191.0,12.0,0.0
630,2.0,69084.0,1181.0,107.0,199.0,39.0,30.0,30.0,2.0,7.0,3.0,13.0,8.0,52.0,1.0,1.0,1586.0,25.0,0.0
631,2.0,65488.0,603.0,45.0,207.0,36.0,18.0,54.0,1.0,3.0,4.0,6.0,1.0,64.0,1.0,0.0,963.0,14.0,0.0
632,0.0,62466.0,129.0,129.0,259.0,168.0,121.0,83.0,5.0,6.0,3.0,12.0,4.0,52.0,1.0,1.0,889.0,26.0,0.0
633,0.0,32218.0,10.0,24.0,15.0,13.0,1.0,30.0,1.0,2.0,1.0,3.0,7.0,62.0,0.0,0.0,93.0,7.0,1.0
634,1.0,83917.0,514.0,22.0,732.0,42.0,198.0,79.0,1.0,6.0,7.0,7.0,3.0,49.0,0.0,0.0,1587.0,21.0,0.0
635,1.0,46102.0,14.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,60.0,0.0,3.0,16.0,4.0,0.0
636,1.0,84574.0,387.0,20.0,713.0,38.0,54.0,163.0,1.0,9.0,11.0,11.0,5.0,70.0,0.0,0.0,1375.0,32.0,0.0
637,1.0,56181.0,121.0,103.0,69.0,8.0,44.0,48.0,1.0,4.0,2.0,7.0,4.0,60.0,1.0,1.0,393.0,14.0,0.0
638,2.0,63120.0,965.0,69.0,279.0,54.0,41.0,69.0,5.0,8.0,4.0,9.0,7.0,72.0,0.0,1.0,1477.0,26.0,0.0
639,1.0,73691.0,707.0,21.0,250.0,85.0,43.0,73.0,2.0,6.0,2.0,8.0,2.0,51.0,1.0,1.0,1179.0,18.0,1.0
640,1.0,63381.0,571.0,50.0,142.0,33.0,50.0,159.0,4.0,4.0,5.0,13.0,2.0,62.0,1.0,1.0,1005.0,26.0,0.0
641,2.0,76140.0,586.0,66.0,653.0,17.0,0.0,26.0,1.0,5.0,9.0,6.0,2.0,74.0,1.0,0.0,1348.0,21.0,0.0
642,2.0,62859.0,1063.0,89.0,102.0,16.0,12.0,25.0,4.0,9.0,4.0,6.0,6.0,63.0,0.0,1.0,1307.0,23.0,0.0
643,1.0,45906.0,305.0,3.0,27.0,4.0,3.0,144.0,2.0,5.0,4.0,4.0,5.0,58.0,0.0,1.0,486.0,15.0,1.0
644,2.0,77632.0,1200.0,105.0,758.0,0.0,42.0,147.0,1.0,4.0,2.0,6.0,2.0,75.0,1.0,0.0,2252.0,13.0,2.0
645,2.0,46463.0,163.0,2.0,40.0,8.0,11.0,11.0,7.0,3.0,1.0,6.0,6.0,51.0,1.0,2.0,235.0,17.0,0.0
646,1.0,105471.0,1009.0,181.0,104.0,202.0,21.0,207.0,0.0,9.0,8.0,13.0,3.0,52.0,1.0,0.0,1724.0,30.0,2.0
647,2.0,55282.0,125.0,6.0,73.0,8.0,4.0,19.0,1.0,3.0,1.0,6.0,4.0,52.0,0.0,1.0,235.0,11.0,0.0
648,2.0,78710.0,721.0,0.0,152.0,119.0,50.0,50.0,3.0,7.0,6.0,12.0,4.0,45.0,1.0,1.0,1092.0,28.0,0.0
649,1.0,66886.0,315.0,4.0,62.0,41.0,31.0,146.0,2.0,7.0,1.0,7.0,5.0,64.0,1.0,1.0,599.0,17.0,0.0
650,2.0,98777.0,1000.0,19.0,711.0,125.0,115.0,38.0,0.0,4.0,6.0,9.0,1.0,62.0,0.0,0.0,2008.0,19.0,1.0
651,1.0,29103.0,16.0,0.0,17.0,6.0,3.0,6.0,2.0,1.0,0.0,3.0,9.0,37.0,1.0,1.0,48.0,6.0,0.0
652,1.0,67445.0,757.0,80.0,217.0,29.0,80.0,11.0,5.0,9.0,6.0,12.0,6.0,48.0,1.0,1.0,1174.0,32.0,0.0
653,2.0,50616.0,30.0,2.0,25.0,0.0,1.0,9.0,1.0,1.0,1.0,4.0,2.0,72.0,1.0,1.0,67.0,7.0,0.0
654,1.0,49431.0,219.0,3.0,100.0,26.0,0.0,17.0,2.0,7.0,1.0,5.0,8.0,67.0,0.0,1.0,365.0,15.0,0.0
656,1.0,61278.0,111.0,3.0,28.0,2.0,6.0,15.0,2.0,3.0,1.0,4.0,6.0,69.0,1.0,1.0,165.0,10.0,0.0
657,0.0,26490.0,45.0,47.0,52.0,21.0,20.0,25.0,2.0,3.0,1.0,5.0,6.0,64.0,1.0,0.0,210.0,11.0,0.0
658,2.0,73059.0,410.0,112.0,420.0,0.0,82.0,71.0,1.0,9.0,3.0,13.0,4.0,75.0,1.0,1.0,1095.0,26.0,0.0
659,2.0,46734.0,100.0,1.0,39.0,6.0,1.0,76.0,4.0,3.0,2.0,3.0,6.0,56.0,0.0,3.0,223.0,12.0,1.0
660,1.0,56253.0,509.0,0.0,65.0,7.0,11.0,5.0,4.0,7.0,2.0,9.0,6.0,59.0,1.0,1.0,597.0,22.0,0.0
661,1.0,19986.0,3.0,6.0,5.0,0.0,2.0,6.0,1.0,0.0,0.0,3.0,7.0,37.0,1.0,1.0,22.0,4.0,0.0
662,1.0,58330.0,445.0,53.0,213.0,104.0,98.0,151.0,1.0,6.0,4.0,13.0,4.0,47.0,0.0,1.0,1064.0,24.0,0.0
663,0.0,25965.0,2.0,2.0,11.0,41.0,7.0,11.0,1.0,2.0,0.0,3.0,8.0,42.0,1.0,0.0,74.0,6.0,0.0
664,2.0,14661.0,4.0,1.0,11.0,6.0,2.0,2.0,1.0,1.0,0.0,3.0,6.0,66.0,1.0,0.0,26.0,5.0,0.0
665,1.0,18690.0,6.0,1.0,7.0,23.0,4.0,19.0,1.0,1.0,1.0,2.0,8.0,63.0,1.0,0.0,60.0,5.0,0.0
666,2.0,45068.0,14.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,7.0,48.0,1.0,1.0,20.0,4.0,0.0
667,0.0,21063.0,1.0,10.0,11.0,19.0,3.0,15.0,2.0,2.0,0.0,3.0,6.0,35.0,0.0,1.0,59.0,7.0,0.0
668,2.0,29187.0,26.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,8.0,54.0,1.0,1.0,34.0,5.0,0.0
669,0.0,54690.0,111.0,16.0,37.0,7.0,9.0,18.0,3.0,3.0,1.0,5.0,3.0,51.0,1.0,2.0,198.0,12.0,0.0
670,2.0,59304.0,418.0,61.0,428.0,80.0,51.0,10.0,3.0,7.0,8.0,10.0,5.0,58.0,1.0,1.0,1048.0,28.0,0.0
671,2.0,59247.0,327.0,9.0,122.0,19.0,14.0,83.0,5.0,5.0,2.0,9.0,6.0,60.0,0.0,2.0,574.0,21.0,0.0
672,1.0,66731.0,371.0,159.0,194.0,58.0,106.0,141.0,4.0,4.0,3.0,6.0,3.0,52.0,0.0,1.0,1029.0,17.0,0.0
673,1.0,77353.0,275.0,59.0,107.0,69.0,101.0,59.0,2.0,6.0,4.0,8.0,4.0,42.0,1.0,1.0,670.0,20.0,0.0
674,2.0,52614.0,789.0,0.0,142.0,12.0,9.0,38.0,2.0,2.0,4.0,8.0,8.0,47.0,0.0,1.0,990.0,16.0,0.0
675,1.0,26751.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,8.0,48.0,1.0,2.0,11.0,4.0,0.0
676,2.0,81300.0,1004.0,12.0,145.0,32.0,12.0,36.0,3.0,10.0,3.0,5.0,5.0,59.0,1.0,1.0,1241.0,21.0,1.0
677,1.0,70337.0,187.0,81.0,149.0,25.0,43.0,91.0,1.0,2.0,2.0,12.0,1.0,43.0,0.0,0.0,576.0,17.0,0.0
678,0.0,36145.0,56.0,4.0,76.0,17.0,1.0,18.0,4.0,4.0,1.0,3.0,9.0,37.0,1.0,1.0,172.0,12.0,1.0
679,2.0,65295.0,365.0,32.0,117.0,34.0,110.0,6.0,1.0,3.0,3.0,13.0,2.0,42.0,0.0,0.0,664.0,20.0,0.0
680,1.0,68118.0,595.0,23.0,123.0,10.0,23.0,154.0,2.0,8.0,9.0,4.0,6.0,59.0,0.0,1.0,928.0,23.0,0.0
681,1.0,68743.0,1132.0,134.0,384.0,175.0,134.0,115.0,1.0,11.0,5.0,13.0,7.0,55.0,0.0,0.0,2074.0,30.0,0.0
682,0.0,41039.0,34.0,11.0,137.0,179.0,61.0,45.0,1.0,8.0,1.0,5.0,8.0,40.0,1.0,0.0,467.0,15.0,0.0
683,1.0,38946.0,116.0,6.0,82.0,6.0,6.0,41.0,2.0,3.0,1.0,6.0,5.0,67.0,1.0,1.0,257.0,12.0,0.0
684,1.0,65777.0,565.0,32.0,435.0,28.0,32.0,54.0,1.0,2.0,8.0,6.0,1.0,55.0,1.0,0.0,1146.0,17.0,0.0
685,2.0,66476.0,372.0,18.0,126.0,47.0,48.0,78.0,2.0,5.0,2.0,11.0,4.0,46.0,0.0,1.0,689.0,20.0,0.0
686,2.0,86857.0,899.0,102.0,838.0,133.0,102.0,40.0,1.0,5.0,6.0,10.0,2.0,50.0,0.0,0.0,2114.0,22.0,0.0
688,2.0,77845.0,760.0,40.0,480.0,0.0,40.0,26.0,1.0,3.0,5.0,12.0,1.0,33.0,1.0,0.0,1346.0,21.0,2.0
689,2.0,69476.0,260.0,86.0,559.0,63.0,9.0,67.0,1.0,4.0,6.0,4.0,2.0,53.0,1.0,0.0,1044.0,15.0,0.0
690,2.0,50611.0,459.0,0.0,24.0,6.0,0.0,4.0,6.0,4.0,5.0,7.0,6.0,62.0,0.0,1.0,493.0,22.0,1.0
691,1.0,61209.0,466.0,0.0,224.0,119.0,49.0,99.0,1.0,5.0,3.0,4.0,2.0,52.0,0.0,0.0,957.0,13.0,0.0
692,2.0,42315.0,67.0,15.0,80.0,17.0,11.0,80.0,3.0,1.0,4.0,4.0,3.0,64.0,1.0,1.0,270.0,12.0,0.0
